0.2,0.1,0.5,0,883,1123,1145,1165,1165,1173,1173,1173,1173,1173
0.2,0.1,0.5,1,1005,1182,1154,1173,1173,1173,1173,1173,1173,1173
0.2,0.1,0.5,2,666,1106,1133,1133,1133,1173,1173,1145,1145,1165
0.2,0.1,0.5,3,906,1133,1173,1152,1152,1152,1173,1173,1165,1165
0.2,0.1,0.5,4,673,1175,1175,1175,1173,1173,1173,1173,1173,1173
0.2,0.1,0.5,5,891,1106,1152,1152,1173,1173,1173,1173,1173,1173
0.2,0.1,0.5,6,939,1106,1105,1105,1105,1173,1173,1173,1173,1173
0.2,0.1,0.5,7,992,1148,1186,1165,1165,1165,1165,1165,1165,1165
0.2,0.1,0.5,8,727,1123,1173,1175,1173,1173,1173,1173,1165,1165
0.2,0.1,0.5,9,1154,1154,1154,1154,1173,1173,1173,1173,1173,1173
0.2,0.1,0.6,0,883,1123,1165,1165,1165,1173,1173,1173,1173,1173
0.2,0.1,0.6,1,1005,1182,1154,1173,1173,1173,1173,1173,1173,1173
0.2,0.1,0.6,2,666,1106,1133,1133,1133,1173,1173,1145,1145,1165
0.2,0.1,0.6,3,906,1133,1173,1152,1152,1152,1173,1173,1165,1165
0.2,0.1,0.6,4,673,1175,1175,1175,1173,1173,1173,1173,1173,1173
0.2,0.1,0.6,5,891,1106,1152,1152,1173,1173,1173,1173,1173,1173
0.2,0.1,0.6,6,939,1106,1105,1105,1148,1173,1173,1173,1173,1145
0.2,0.1,0.6,7,992,1148,1186,1165,1165,1165,1165,1165,1165,1165
0.2,0.1,0.6,8,727,1123,1173,1175,1173,1173,1173,1173,1165,1165
0.2,0.1,0.6,9,1154,1154,1154,1154,1173,1173,1173,1173,1173,1173
0.2,0.1,0.7,0,883,1123,1165,1165,1165,1173,1173,1173,1173,1173
0.2,0.1,0.7,1,1005,1182,1154,1173,1173,1173,1173,1173,1173,1173
0.2,0.1,0.7,2,666,1106,1133,1133,1133,1145,1145,1145,1145,1145
0.2,0.1,0.7,3,906,1133,1173,1152,1152,1152,1173,1173,1165,1165
0.2,0.1,0.7,4,673,1175,1175,1175,1173,1173,1173,1173,1173,1173
0.2,0.1,0.7,5,891,1106,1152,1152,1173,1173,1173,1173,1173,1173
0.2,0.1,0.7,6,939,1106,1105,1105,1148,1173,1173,1173,1145,1145
0.2,0.1,0.7,7,992,1148,1186,1165,1165,1165,1165,1165,1165,1165
0.2,0.1,0.7,8,727,1123,1173,1175,1173,1173,1173,1173,1165,1165
0.2,0.1,0.7,9,1154,1154,1154,1154,1173,1173,1173,1173,1173,1173
0.2,0.1,0.8,0,883,1123,1165,1165,1165,1173,1173,1173,1173,1173
0.2,0.1,0.8,1,1005,1182,1154,1173,1173,1173,1173,1173,1173,1173
0.2,0.1,0.8,2,666,1106,1133,1133,1133,1145,1145,1145,1145,1145
0.2,0.1,0.8,3,906,1133,1173,1152,1152,1152,1173,1173,1165,1165
0.2,0.1,0.8,4,673,1175,1175,1175,1173,1173,1173,1173,1173,1173
0.2,0.1,0.8,5,891,1106,1152,1152,1173,1173,1173,1173,1173,1173
0.2,0.1,0.8,6,939,1106,1105,1105,1148,1173,1173,1173,1145,1145
0.2,0.1,0.8,7,992,1148,1186,1165,1165,1165,1165,1165,1165,1165
0.2,0.1,0.8,8,727,1123,1173,1175,1173,1173,1173,1173,1165,1165
0.2,0.1,0.8,9,1154,1154,1154,1154,1173,1173,1173,1173,1173,1173
0.2,0.1,0.9,0,883,1123,1165,1165,1165,1173,1173,1173,1173,1173
0.2,0.1,0.9,1,1005,1182,1154,1173,1173,1173,1173,1173,1173,1173
0.2,0.1,0.9,2,666,1106,1133,1133,1133,1173,1173,1173,1173,1173
0.2,0.1,0.9,3,906,1133,1173,1152,1152,1152,1173,1173,1165,1165
0.2,0.1,0.9,4,673,1175,1175,1175,1173,1173,1173,1173,1173,1173
0.2,0.1,0.9,5,891,1106,1152,1152,1173,1173,1173,1173,1173,1173
0.2,0.1,0.9,6,939,1106,1105,1105,1148,1173,1173,1145,1145,1145
0.2,0.1,0.9,7,992,1148,1186,1165,1165,1165,1165,1165,1165,1165
0.2,0.1,0.9,8,727,1123,1173,1175,1173,1173,1173,1173,1165,1165
0.2,0.1,0.9,9,1154,1154,1154,1154,1173,1173,1173,1173,1173,1173
0.2,0.3,0.5,0,883,1148,1165,1165,1165,1165,1145,1145,1145,1145
0.2,0.3,0.5,1,1005,1123,1123,1173,1173,1208,1208,1208,1208,1208
0.2,0.3,0.5,2,666,1133,1208,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.5,3,906,1182,1154,1154,1154,1154,1154,1154,1154,1154
0.2,0.3,0.5,4,673,1165,1165,1165,1165,1165,1165,1165,1165,1165
0.2,0.3,0.5,5,891,1173,1173,1173,1145,1145,1145,1145,1145,1145
0.2,0.3,0.5,6,939,1106,1105,1105,1173,1173,1173,1173,1173,1173
0.2,0.3,0.5,7,992,1145,1139,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.5,8,727,1148,1145,1173,1173,1173,1145,1145,1145,1145
0.2,0.3,0.5,9,1154,1172,1172,1133,1154,1192,1192,1192,1192,1192
0.2,0.3,0.6,0,883,1148,1165,1165,1165,1145,1145,1145,1145,1145
0.2,0.3,0.6,1,1005,1123,1123,1173,1173,1208,1208,1208,1208,1208
0.2,0.3,0.6,2,666,1133,1208,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.6,3,906,1182,1154,1154,1154,1154,1154,1154,1154,1154
0.2,0.3,0.6,4,673,1165,1165,1165,1165,1165,1165,1165,1165,1165
0.2,0.3,0.6,5,891,1173,1173,1173,1145,1145,1145,1145,1145,1145
0.2,0.3,0.6,6,939,1106,1105,1105,1173,1173,1173,1173,1173,1173
0.2,0.3,0.6,7,992,1145,1139,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.6,8,727,1148,1145,1173,1173,1173,1145,1145,1145,1145
0.2,0.3,0.6,9,1154,1172,1172,1133,1154,1192,1192,1192,1192,1192
0.2,0.3,0.7,0,883,1148,1165,1165,1165,1145,1145,1145,1145,1145
0.2,0.3,0.7,1,1005,1123,1123,1173,1173,1208,1208,1208,1208,1208
0.2,0.3,0.7,2,666,1133,1208,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.7,3,906,1182,1154,1154,1154,1154,1154,1154,1154,1154
0.2,0.3,0.7,4,673,1165,1165,1165,1165,1165,1165,1165,1165,1165
0.2,0.3,0.7,5,891,1173,1173,1173,1145,1145,1145,1145,1145,1145
0.2,0.3,0.7,6,939,1106,1105,1105,1173,1173,1173,1173,1173,1173
0.2,0.3,0.7,7,992,1145,1139,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.7,8,727,1148,1145,1173,1173,1173,1145,1145,1145,1145
0.2,0.3,0.7,9,1154,1172,1172,1133,1154,1192,1192,1192,1192,1192
0.2,0.3,0.8,0,883,1148,1165,1165,1165,1145,1145,1145,1145,1145
0.2,0.3,0.8,1,1005,1123,1123,1173,1173,1208,1208,1208,1208,1208
0.2,0.3,0.8,2,666,1133,1208,1208,1208,1208,1208,1208,1208,1208
0.2,0.3,0.8,3,906,1182,1154,1154,1154,1154,1154,1154,1154,1154
0.2,0.3,0.8,4,673,1165,1165,1165,1165,1165,1165,1165,1165,1165
