Data_Point,Test_Time,DateTime,Step_Time,Step_Index,Cycle_Index,Current,Voltage,Charge_Capacity,Discharge_Capacity,Charge_Energy,Discharge_Energy,dV/dt,Internal_Resistance,Temperature,Aux_Voltage
0,10.0072,1547507301.8132,10.0072,0,0,0.0,2.8443351,0.0,0.0,0.0,0.0,-7.8201294e-05,,,
1,20.0018,1547507311.8078,20.0018,0,0,0.0,2.8443599,0.0,0.0,0.0,0.0,-1.9073486e-05,,29.78956839400276,
2,29.9995,1547507321.8055,29.9995,0,0,0.0,2.8443618,0.0,0.0,0.0,0.0,2.3841858e-05,,29.860707288436338,
3,40.0032,1547507331.8092,40.0032,0,0,0.0,2.8443551,0.0,0.0,0.0,0.0,-6.1988831e-05,,29.87084189869748,
4,50.0022,1547507341.8082,50.0022,0,0,0.0,2.8443952,0.0,0.0,0.0,0.0,5.7220459e-06,,29.79266,
5,60.0002,1547507351.8062,60.0002,0,0,0.0,2.8443217,0.0,0.0,0.0,0.0,3.2424927e-05,,29.816933,
6,60.0027,1547507351.8087,60.0027,0,0,0.0,2.8443217,0.0,0.0,0.0,0.0,3.2424927e-05,,29.816948492338952,
7,60.0777,1547507351.8837,0.0118,1,0,-1.0993071,2.8105092,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.81741326250755,
8,60.0848,1547507351.8908,0.0189,1,0,-1.0995426,2.8093534,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.817457260750178,
9,60.0912,1547507351.8972,0.0253,1,0,-1.0996828,2.8080878,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.8174969211379,
10,60.0976,1547507351.9036,0.0317,1,0,-1.0997696,2.806932,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.81753658152562,
11,60.1039,1547507351.9099,0.038,1,0,-1.0998383,2.8059154,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.81757562221978,
12,60.1169,1547507351.9229,0.051,1,0,-1.0999823,2.8035836,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.817656182382336,
13,60.1296,1547507351.9356,0.0637,1,0,-1.1000996,2.8024287,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.81773488346422,
14,60.1509,1547507351.9569,0.085,1,0,-1.1000795,2.801064,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.817866878192103,
15,60.1575,1547507351.9635,0.0916,1,0,-1.1000986,2.7999806,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.817907777966937,
16,60.1639,1547507351.9699,0.098,1,0,-1.1001234,2.7980103,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.817947438354658,
17,60.1767,1547507351.9827,0.1108,1,0,-1.1001472,2.7967649,0.0,3.0245565e-06,0.0,8.5130005e-06,1.8119812e-05,,29.8180267591301,
18,60.1958,1547507352.0018,0.1299,1,0,-1.1001978,2.7955174,0.0,3.8192877e-05,0.0,0.00010705971,-0.044363022,,29.818145120599702,
19,60.216,1547507352.022,0.1501,1,0,-1.100235,2.7944579,0.0,3.8192877e-05,0.0,0.00010705971,-0.044363022,,29.818270298698444,
20,60.2497,1547507352.0557,0.1838,1,0,-1.1002188,2.7934117,0.0,3.8192877e-05,0.0,0.00010705971,-0.044363022,,29.818479135427534,
21,60.301,1547507352.107,0.2351,1,0,-1.1004448,2.7923713,0.0,3.8192877e-05,0.0,0.00010705971,-0.044363022,,29.818797038222854,
22,60.3649,1547507352.1709,0.299,1,0,-1.1002817,2.7913098,0.0,3.8192877e-05,0.0,0.00010705971,-0.044363022,,29.819193022406502,
23,60.4457,1547507352.2517,0.3798,1,0,-1.100214,2.7902761,0.0,3.8192877e-05,0.0,0.00010705971,-0.044363022,,29.819693734801472,
