8.000,6.000,4.000,3.429
8.000,6.000,4.400,3.181
8.000,6.000,4.800,3.000
8.000,6.000,5.200,2.862
8.000,6.000,5.600,2.754
8.000,7.000,3.600,3.476
8.000,7.000,4.000,3.170
8.000,7.000,4.400,2.957
8.000,7.000,4.800,2.800
8.000,7.000,5.200,2.680
8.000,7.000,5.600,2.585
