Qvsn,Q(V)_100,Q(V)_10
1.0161403,1.023003608,1.029818028
1.0160249,1.023073483,1.029861481
1.0158019,1.02313923,1.029908392
1.0155929,1.023201761,1.029957806
1.0155156,1.023262022,1.030008458
1.0141782,1.023320954,1.030059082
1.0152998,1.023379502,1.030108411
1.0152334,1.023438608,1.030155181
1.0151179,1.023499128,1.030198137
1.0149856,1.023561068,1.030236922
1.0149118,1.023623965,1.03027265
1.0147454,1.023687349,1.030306572
1.0145782,1.023750753,1.030339939
1.0145547,1.023813707,1.030374003
1.0144132,1.023875743,1.030410015
1.0142865,1.023936525,1.030449187
1.0141532,1.023996226,1.030491642
1.0139785,1.024055141,1.030536284
1.0138744,1.024113563,1.030581954
1.0137008,1.024171787,1.030627492
1.0135989,1.024230109,1.03067174
1.0135202,1.024288821,1.030713537
1.013414,1.024348115,1.030751827
1.013276,1.024407851,1.030786781
1.0131962,1.024467819,1.030819377
1.0130957,1.02452781,1.030850609
1.0129534,1.024587615,1.030881469
1.0128483,1.024647025,1.03091295
1.0127448,1.024705831,1.030946045
1.0125717,1.024763852,1.030981591
1.0125045,1.024821045,1.03101938
1.0123792,1.02487741,1.031058771
1.0122166,1.024932944,1.031099123
1.0120684,1.024987648,1.031139794
1.0118883,1.025041519,1.031180143
1.0117941,1.025094557,1.031219527
1.0116634,1.02514678,1.031257346
1.0114321,1.02519833,1.031293503
1.0113205,1.025249405,1.031328258
1.0111907,1.025300203,1.031361876
1.0110077,1.02535092,1.031394622
1.0109036,1.025401755,1.031426761
1.0107936,1.025452903,1.03145856
1.0105859,1.025504581,1.031490275
1.0104202,1.025557098,1.031522061
1.0090569,1.025610794,1.031553997
1.0101144,1.025666006,1.031586161
1.0099068,1.025723073,1.031618628
1.0097334,1.025782334,1.031651475
1.0095459,1.025844126,1.031684781
1.0094327,1.025908385,1.031718604
1.0092138,1.025974165,1.031752714
1.0090765,1.026040405,1.031786641
1.0088159,1.026106046,1.031819911
1.0087348,1.026170025,1.031852047
1.0085315,1.026231282,1.031882573
1.0083843,1.026288761,1.031911014
1.0082252,1.026342051,1.031936936
1.0079665,1.026392032,1.031960508
1.0078821,1.026439735,1.031982346
1.0077034,1.026486191,1.032003074
1.0074768,1.026532431,1.032023317
1.0073363,1.026579487,1.032043702
1.0071633,1.026628372,1.032064853
1.0069498,1.026679556,1.032087387
1.0068095,1.026732873,1.032111612
1.0066193,1.026788123,1.032137438
1.0064729,1.026845104,1.032164749
1.006264,1.026903618,1.032193428
1.0060753,1.026963461,1.03222336
1.0057943,1.027024425,1.032254427
1.0056137,1.027086057,1.032286515
1.0053669,1.027147672,1.032319502
1.005131,1.027208573,1.032353131
1.0049121,1.027268064,1.032386966
1.0046659,1.027325448,1.03242056
1.0044572,1.027380029,1.032453467
1.0041612,1.027431282,1.03248524
1.0039047,1.027479914,1.032515431
1.0037646,1.027527176,1.032543596
1.0035077,1.027574318,1.032569312
1.0033337,1.027622593,1.032592748
1.0030878,1.027673251,1.032614655
1.0027965,1.027727543,1.032635808
1.002588,1.027786192,1.032656981
1.0023776,1.027848273,1.032678951
1.0020374,1.027912539,1.032702491
1.0018055,1.027977745,1.032728326
1.0015678,1.028042645,1.032756387
1.0012698,1.028105993,1.032785998
1.0010887,1.028166552,1.032816466
1.0008359,1.028223747,1.032847096
1.0005733,1.028278105,1.032877197
1.0002978,1.028330252,1.032906073
1.0000542,1.028380819,1.032933032
0.99981678,1.028430434,1.032957549
0.99960971,1.028479726,1.032979919
0.99935079,1.028529294,1.03300069
0.99908286,1.028579344,1.033020408
0.99886197,1.028629798,1.033039619
0.99864268,1.028680575,1.033058872
0.99847233,1.028731591,1.033078713
0.99811828,1.028782764,1.033099658
0.99786943,1.028834013,1.033121812
0.99770325,1.028885262,1.033144982
0.99735266,1.028936514,1.033168969
0.99713147,1.02898781,1.033193571
0.99681717,1.029039193,1.033218589
0.99657232,1.029090704,1.033243824
0.99624014,1.029142387,1.033269075
0.99588126,1.029194283,1.033294155
0.9955169,1.029246415,1.033319006
0.99524802,1.029298669,1.033343645
0.9949283,1.029350873,1.033368089
0.99459642,1.029402853,1.033392358
0.99430954,1.029454437,1.033416467
0.99396133,1.029505451,1.033440436
0.99352211,1.029555722,1.033464282
0.9932037,1.029605103,1.033488028
0.99285877,1.029653776,1.033511726
0.99241018,1.029702139,1.033535439
0.99213392,1.029750597,1.033559228
0.99177635,1.029799553,1.033583157
0.99147975,1.029849412,1.033607287
0.99108887,1.029900577,1.033631681
0.99081135,1.029953371,1.033656352
0.99054354,1.030007477,1.033681139
0.9900775,1.030062286,1.033705841
0.98981535,1.030117184,1.033730258
0.98950851,1.03017156,1.033754189
0.989106,1.030224801,1.033777434
0.98875546,1.030276295,1.033799791
0.98840088,1.030325483,1.033821114
0.98809284,1.030372288,1.033841469
0.98778498,1.030416879,1.033860978
0.98741984,1.030459427,1.033879761
0.98706436,1.030500103,1.033897938
0.98677999,1.030539078,1.033915632
0.98647302,1.030576525,1.033932962
0.9860999,1.030612655,1.03395005
0.98588085,1.030647984,1.033967022
0.9853546,1.030683171,1.033984024
0.98503363,1.030718874,1.034001205
0.98450065,1.030755754,1.034018714
0.98408484,1.030794467,1.034036701
0.98367971,1.030835675,1.034055314
0.98332632,1.030880002,1.034074702
0.98276556,1.030927314,1.034094985
0.98232788,1.030976694,1.034115969
0.98185265,1.031027192,1.034137276
0.98137283,1.031077856,1.034158524
0.98092258,1.031127735,1.034179331
0.98047256,1.031175879,1.034199314
0.98003614,1.031221398,1.034218094
0.97954851,1.031264309,1.034235287
0.97921509,1.031305338,1.034250678
0.97864288,1.031345223,1.034264581
0.97814929,1.031384707,1.034277416
0.97759932,1.03142453,1.034289602
0.97708207,1.031465432,1.034301561
0.97654963,1.031507989,1.03431371
0.97607338,1.031551788,1.034326472
0.97553807,1.031596049,1.034340263
0.97499013,1.031639993,1.034355405
0.9744845,1.031682843,1.034372053
0.97388208,1.031723819,1.034390346
0.97339052,1.031762142,1.034410423
0.9728626,1.031797165,1.034432423
0.97225964,1.031829357,1.034456485
0.97176898,1.031859752,1.034482747
0.97111666,1.031889386,1.03451134
0.97056609,1.031919297,1.034541931
0.9698807,1.031950521,1.034573468
0.96936208,1.031984097,1.034604838
0.96876931,1.032021003,1.034634931
0.96817178,1.03206105,1.034662632
0.96750683,1.032102965,1.034686831
0.96694171,1.032145432,1.034706514
0.96636981,1.032187135,1.034721878
0.96565521,1.03222676,1.034733937
0.96495956,1.032262991,1.034743717
0.96416414,1.032294808,1.034752248
0.96354872,1.032323005,1.034760557
0.96285033,1.032349056,1.034769672
0.96200985,1.032374436,1.034780621
0.9612416,1.032400623,1.034794421
0.96052939,1.032429092,1.034811387
0.95975769,1.03246132,1.034830723
0.95896822,1.032498437,1.034851533
0.95817661,1.032539628,1.034872922
0.95741379,1.032583402,1.034893995
0.95665711,1.032628265,1.034913855
0.95574987,1.032672725,1.034931621
0.95498061,1.032715288,1.034947006
0.95410436,1.032754463,1.034960553
0.95318824,1.032788835,1.034972865
0.95234376,1.03281837,1.034984546
0.95147932,1.032844179,1.034996199
0.95056641,1.032867413,1.035008427
0.94961041,1.032889218,1.0350218
0.94870752,1.032910743,1.035036519
0.94775844,1.032933138,1.03505256
0.94676965,1.032957551,1.035069898
0.94581336,1.03298473,1.035088507
0.9448874,1.03301421,1.035108363
0.94391638,1.033045296,1.035129438
0.94294703,1.033077292,1.035151707
0.9419325,1.033109503,1.03517504
0.94097406,1.033141233,1.035199015
0.93999273,1.033171789,1.035223158
0.93858039,1.033200765,1.035246997
0.93795133,1.033228322,1.035270057
0.93701136,1.033254686,1.035291867
0.93597347,1.033280082,1.035311954
0.93502212,1.033304737,1.03533007
0.93402594,1.033328876,1.035346436
0.93296826,1.033352727,1.035361334
0.93195814,1.033376496,1.035375045
0.93095738,1.033400253,1.03538785
0.92997479,1.033423999,1.035400031
0.92885256,1.033447737,1.035411869
0.9278174,1.033471468,1.035423644
0.92679036,1.033495195,1.035435639
0.92572123,1.03351892,1.035448135
0.9245894,1.033542645,1.035461413
0.92354941,1.033566372,1.035475755
0.92250109,1.033590103,1.03549144
0.92150909,,
0.92046988,,
0.91945058,,
0.91834027,,
0.91732007,,
0.91634411,,
0.91516489,,
0.91409433,,
0.9129737,,
0.91190583,,
0.91082281,,
0.90982991,,
0.90875298,,
0.90767419,,
0.90676159,,
0.9055258,,
0.90440136,,
0.90336376,,
0.90228105,,
0.90117675,,
0.90013212,,
0.89918214,,
0.89807165,,
0.8968901,,
0.89580041,,
0.89473671,,
0.8936919,,
0.89218199,,
0.8914175,,
0.89026803,,
0.8891713,,
0.88797045,,
0.88675338,,
0.88556314,,
0.88419795,,
0.88307887,,
0.88181669,,
0.88067704,,
0.87968725,,
0.87858087,,
0.87734461,,
0.87605602,,
0.87482053,,
0.87336993,,
0.87208664,,
0.87080157,,
0.86947244,,
0.86814743,,
0.8667351,,
0.86543226,,
0.86399472,,
0.86254692,,
0.86117864,,
0.85975289,,
0.85838443,,
0.85689968,,
0.8555845,,
0.85407495,,
0.85252702,,
0.85097784,,
0.84965211,,
0.84809881,,
0.84651494,,
0.8450563,,
0.84338981,,
0.84192854,,
0.84039348,,
0.83870518,,
0.83711594,,
0.83551812,,
0.83392274,,
0.83108789,,
0.83059442,,
0.82880229,,
0.82718384,,
0.82554603,,
0.82395035,,
0.82228732,,
0.82058614,,
0.81891769,,
0.8171584,,
0.81545299,,
0.81364042,,
0.8118332,,
0.81006581,,
0.80828834,,
0.80665469,,
0.80478352,,
0.80303746,,
0.80118215,,
0.79930717,,
0.79751837,,
0.79573393,,
0.79390842,,
0.79205418,,
