,test_id,device_id,iv_ch_id,first_start_datetime,resumed_times,last_resume_datetime,last_end_datetime,schedule_file_name,databases,item_id,grade_id,has_aux,has_special,schedule_version,log_aux_data_flag,log_special_data_flag,rowstate,canconfig_filename,m_ncanconfigmd5,smbconfig_filename,smbconfigmd5,value,value2
0,118,03603603,32,1555722737,0,0,1555806491,2018-11-20_GITT_loop.sdu,"ArbinResult_82,",EL150800460451,0,3,0,Schedule Version 7.00.13,1,0,0,,,,,0.0,0.0
